Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
1367512, Invalid hyperlinks to Simulink blocks in Model Advisor HTML reports generated with ModelAdvisor.run(),"If multiple models are opened and you use the ModelAdvisor.run()  API to run the Model Advisor, the generated Model Advisor HTML report contains invalid hyperlinks. Clicking on hyperlinks to Simulink blocks results in the following error:  The model is closed. Open the model to use the link . Since the model is opened, the error message is invalid. ? ","Installation instructionsLog in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.Locate your MATLAB installation by typing matlabrootat the MATLAB command prompt. This folder is referred to <MATLAB> as in subsequent steps.Exit MATLAB.Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.Make a backup copy of the applicable release folder: <MATLAB>/toolbox/simulink/simulink/modeladvisor/private.Delete the indicated files by following the steps below. cd to the folder: <MATLAB>/toolbox/simulink/simulink/modeladvisor/private.delete hiliteSystem.p;Extract the files from the .zip file. Windows Systems*:Open the .zip file.Extract the contents of the file to your <MATLAB> folder.Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):cd <MATLAB>unzip <.zip file>Delete the .zip file in the folder. If prompted, click yes to for permission to replace the files.*Notes for Windows Systems:You need administrative privileges to save the .zipfile in the folder. To save the .zip file in the folder, open this EBR in a browser started in administrator mode.If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you may need to start WinZip in administrator mode. Do this by navigating to WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting Run as administrator.From within WinZip, find and open the downloaded .zipfile.Extract the contents of the file to your folder.",Simulink,Other,R2012a,26 Feb 2016
1250208, Simulink.BlockDiagram.copyContentsToSubSystem might produce duplicate Simulink identifiers,"When you use the function Simulink.BlockDiagram.copyContentsToSubSystem  to copy the contents of a block diagram to a subsystem, multiple blocks might be assigned the same Simulink identifier.  This behavior occurs when both of the following conditions exist: The block diagram contains a link to a library. This library is not fully loaded when you call the Simulink.BlockDiagram.copyContentsToSubSystem  function.  This can result in incorrect behavior when tracing from the generated code to the model. ",Load the library using load_system before calling Simulink.BlockDiagram.copyContentsToSubSystem.,Simulink,Other,R2012a,17 Aug 2015
933270, Dismissing a Simulink or Stateflow dialog boxe can cause a segmentation violation in GLObject::isObjectValid,Dismissing dialog boxes in Simulink or Stateflow can crash MATLAB. The stack trace points to GLObject::isObjectValid . ,,Simulink,Other,R2012a,02 Apr 2013
911192, First-generation blocks ignore parameter changes after entering invalid expression,"SimMechanics First Generation blocks may ignore changes to dialog box parameters. This error occurs when you enter an invalid expression in a dialog box parameter field and click Apply /OK . When this condition is met, the block ignores all subsequent attempts to correct the invalid expression. Consider an example in which you enter [1  in the Mass  field of a Body block dialog box and click Apply /OK . Because [1  is invalid, SimMechanics issues an error stating it cannot evaluate that expression. Correcting the expression (e.g. to 1)  and clicking Apply /OK  causes SimMechanics to reissue the previous error message. ","Use the set_param command to correct the invalid expression. The block begins to work as expected. For subsequent parameter changes you can use the dialog box directly. For more information, see the Simulink documentation for set_param.Alternatively, download and install a fix for this problem according to the following installation instructions.Installation instructionsLog in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.Exit MATLAB.Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.Make a backup copy of each of the files listed in the .zip file. To see the contents of the .zip file: Windows Systems*: Open the .zip file and look at the contents.Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):unzip -l <MATLAB>/<.zip file>Extract the files from the .zip file. Windows Systems*: Open the .zip file.Extract the contents of the file to your <MATLAB> folder.Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh): cd <MATLAB>unzip <.zip file>Delete the .zip file in the <MATLAB> folder.*Notes for Windows Systems:If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you may need to start WinZip in administrator mode. Do this by navigating to WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting Run as administrator.From within WinZip, find and open the downloaded .zip file.Extract the contents of the file to your <MATLAB> folder.",Simscape Multibody,Other,R2012a,22 Feb 2013
837615, USRP(R) support package version 3.0.0 installer errors out if Simulink is not installed,"USRP(R) support package version 3.0.0 installer errors out with the following error message: Undefined function or variable 'sl_refresh_customizations'.  Error in /local/esozer/work/USRP/install_utils.p>install_utils (line 157)  Error in install (line 24)  install_utils(dataFile, 'install');  ? This error occurs if Simulink is not installed or a Simulink license is not available. ","Version 3.0.1 of the ""MATLAB and Simulink Support Package for USRP? Radio"", which was released on 7/2/2012, fixes this problem. You can download this version of the support package using the following link: https://www.mathworks.com/discovery/sdr/usrp.html",Communications Toolbox,Other,R2012a,23 Jul 2012
814135, MATLAB terminates abruptly with Set Attribute or Get Attribute block with blank attribute value entered in dialog.,"In a Set Attribute block dialog, if the Value  field for any row is made blank and then the Value From  field for that row is changed to Signal port , then MATLAB may terminate abruptly upon compiling the model.In a Get Attribute block dialog, if the Default Value  field for any row is made blank and then the When Attribute Is Missing  field for that row is changed to Error , then MATLAB may crash upon compiling the model. ","To work around this issue, update the block dialog to not have any blank fields in the attribute table even if they are unused.",SimEvents,Other,R2012a,29 Mar 2012
812563, The Back EMF flat top area parameter of the Permanent Magnet Synchronous Machine block is inacessible (grayed out),The Back EMF flat top area  parameter of the Permanent Magnet Synchronous Machine block is not editable when the Back EMF waverform  parameter is set to Trapezoidal . ,"To work around this issue:1. Open powerlib.2. Unlock the library.3. Type the following code at the command line: MV = get_param('powerlib/Machines/Permanent Magnet Synchronous Machine','MaskEnables'); MV{15} = 'on'; set_param('powerlib/Machines/Permanent Magnet Synchronous Machine','MaskEnables',MV); close_system('powerlib',1);",Simscape Electrical,Other,R2012a,22 May 2012
809280, ga and gamultiobj sometimes violate linear constraints even when using the mutationadaptfeasible mutation function.,"When the active linear constraints are not linearly independent at the point that is being mutated, the mutationadaptfeasible  mutation function erroneously sets the new point to zeros. This can cause the population to be partly infeasible. ",,Global Optimization Toolbox,Other,R2012a,22 Mar 2012
808828, The interp1 function does not enforce error checks for infinite sample coordinates,"The interp1  function does not check for infinite sample coordinates and it handles Inf and -Inf sample coordinates inconsistently. The following example demonstrates the problem: X = [-Inf 2 3 4 5 Inf];V = 1:6;vq = interp1(X,V, 1)vq =   NaNvq = interp1(X,V,6)vq =     5 The interp1  function should check the sample coordinates for infinite values and raise an error. ","You can avoid this problem by removing the infinte coordinates and corresponding values from your data set.X = [-Inf 2 3 4 5 Inf];V = 1:6;idx = isinf(X);X(idx) = [];V(idx) = [];If your goal is to extrapolate the end-point values, you can introduce additional data points instead of using infinite coordinates. For example, the following code shows how to extrapolate beyond X=2 and X=5.X = [1 2 3 4 5 6];V = [2 2:5 5 ];vq = interp1(X,V, 1)vq =     2vq = interp1(X,V,6)vq =     5",MATLAB,Other,R2012a,05 Mar 2012
806715, Incorrect Code Generation: Incorrect code generation for blocks connected to variant or function-call subsystem,"The C code generated from a Simulink model might be incorrect under all of the following conditions: The model contains a variant subsystem or function-call subsystem that is specified as inlined  (or auto , but is inlined in the generated code). For the function-call subsystem, it must be called from a user-written S-Function block. The variant or function-call subsystem contains an Inport block that is directly connected to an Outport block. In this case, the Inport block is non-virtual, which is indicated by an execution number. To see the execution number, on the model diagram window, enable Format > Block Displays > Sorted Order .  The generated C code might not include the code for the output signal of the Inport block. ","To avoid nonvirtual subsystem input ports, insert a Signal Conversion block at the output of the Inport block. This change does not affect the efficiency of the generated C code.",Embedded Coder,Incorrect Code Generation,"R2010bSP2, R2012a",05 Apr 2012
