Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
1737913, Assertion error during MEX code generation when memory integrity checks enabled?,MATLAB might throw an assertion error when you try to generate MEX code with integrity checks enabled.?The assertion is similar to: Assertion at b:\ matlab\ src\ cgir_xform\ dom_c\ lowermatrixtypesforbackend.cpp line 447:?  !MatrixType::isa(exprType)  The stack trace is similar to: ? [??3] 0x26c5b8db client_assertion_failed at b:\ matlab\ src\ cg_ir\ util_prim\ cg_assert.cpp:22 (in matlab\ bin\ win32\ cg_ir.dll)? [??4] 0x2a5c9ecf CG::transform::LowerMatrixTypesForBackend::LowerFcn::lowerExprStmt at b:\ matlab\ src\ cgir_xform\ dom_c\ lowermatrixtypesforbackend.cpp:447 (in matlab\ bin\ win32\ cgir_xform.dll)?  [??5] 0x2a5ca0ae CG::transform::LowerMatrixTypesForBackend::LowerFcn::lowerStmt at b:\ matlab\ src\ cgir_xform\ dom_c\ lowermatrixtypesforbackend.cpp:495 (in matlab\ bin\ win32\ cgir_xform.dll)?  ,,MATLAB Coder,Other,R2013b,05 Mar 2018
1716979, MATLAB crashes or coverage missing when analyzing subsystem containing Switch Case block,"This bug occurs when a Model Coverage analysis is scoped to a particular subsystem (for example, by setting the CovPath parameter) where Switch Case blocks are found both inside and outside of this subsystem. Under this circumstance, either MATLAB crashes or the analysis completes but the Switch Case blocks inside of the specified subsystem are incorrectly reported as never having executed for coverage. ",Do not scope the coverage analysis to a single subsystem if this subsystem contains a Switch Case block while one or more Switch Case blocks are found elsewhere in the model.? Instead analyze coverage for the entire model by ensuring that the CovPath parameter is set to the default value '/'.,Simulink Check,Other,R2013b,17 Jan 2018
1185416, USRP support package installation can error out when installing the dd v0.5 for Windows third-party software,"Installing the USRP support package on Windows can trigger an error such as this: Error installing third party software dd v0.5 for Windows: Error executing command ""unzip('C:\MATLAB\SupportPackages\R2014b\downloads\usrpradio_download\dd-0.5.zip', fullfile(sdruroot,'uhdapps','utils'))"" Invalid zip file ""C:\MATLAB\SupportPackages\R2014b\downloads\usrpradio_download\dd-0.5.zip"". ","Download the USRP support package to a folder (for example, C:\MATLAB\SupportPackages\R2014b\downloads\usrpradio_download).In the folder, delete the dd-0.5.zip file. It is not a valid zip file.Use a web browser to download dd-0.5.zip manually from http://www.chrysocome.net/downloads/dd-0.5.zip to C:\MATLAB\SupportPackages\R2014b\downloads\usrpradio_download.Install the USRP support package from the folder C:\MATLAB\SupportPackages\R2014b\downloads\usrpradio_download.",Communications Toolbox,Other,"R2013b, R2014a, R2014b, R2015a, R2015b",04 Sep 2015
1103654, Simulink does not display text exceeding 35 lines,"If the text of a model element exceeds 35 lines, the text beyond 35 lines is not displayed. The text still exists internally and Simulink uses it. You may not see all of the text present in the model. While editing the text of the model element, the Simulink editor displays the entirety of the text. ",,Simulink,Other,R2013b,17 Jun 2014
1087867, importdata imports incorrect data from MAT-files on Windows,"On Windows? platforms, the importdata  function does not load MAT-files correctly. For example, a call to importdata  with the name of a MAT-file as the input returns incorrect data:data = importdata('myMATFile.mat'); ","Installation instructions       Log in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.       Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.       Exit MATLAB.       Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.                     Make a backup copy of each of the files listed in the .zip file. To see the contents of the .zip file:                                    Windows Systems*: Open the .zip file and look at the contents.                     Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):unzip -l <MATLAB>/<.zip file>                                          Extract the files from the .zip file.                                                               Windows Systems*:                                                             Open the .zip file.                                  Extract the contents of the file to your <MATLAB> folder.                                                                                                Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):                            cd <MATLAB>unzip <.zip file>                                                 Delete the .zip file in the <MATLAB> folder.  *Notes for Windows Systems:      If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you  may need to start WinZip in administrator mode. Do this by navigating to  WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting  Run as administrator.    From  within WinZip, find and open the downloaded .zip file.    Extract  the contents of the file to your <MATLAB> folder.  ",MATLAB,Other,R2013b,03 Jun 2014
1082102, Model Advisor MAAB check Check for event broadcasts in Stateflow charts incorrectly reports an undirected event broadcast warning,Model Advisor MAAB check Check for event broadcasts in Stateflow charts  incorrectly reports an undirected event broadcast  warning for non-local events. The check verifies compliance with MAAB Modeling Guideline jm_0012. ,"Installation instructions       Log in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.       Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.       Exit MATLAB.       Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.                     Make a backup copy of each of the files listed in the .zip file. To see the contents of the .zip file:                                    Windows Systems*: Open the .zip file and look at the contents.                     Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):unzip -l <MATLAB>/<.zip file>                                          Extract the files from the .zip file.                                                               Windows Systems*:                                                             Open the .zip file.                                  Extract the contents of the file to your <MATLAB> folder.                                                                                                Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):                            cd <MATLAB>unzip <.zip file>                                                 Delete the .zip file in the <MATLAB> folder.  *Notes for Windows Systems:      If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you  may need to start WinZip in administrator mode. Do this by navigating to  WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting  Run as administrator.    From  within WinZip, find and open the downloaded .zip file.    Extract  the contents of the file to your <MATLAB> folder.  ",Simulink Check,Other,R2013b,19 May 2014
1077216, MATLAB crash while generating annotations for a saturating add or subtraction operation,"MATLAB might crash during code generation for a model under the following the conditions: For certain blocks, the Saturate on overflow  checkbox is selected. On the Code Generation > Comments  pane, the Operator annotations  check box is selected.  The crash occurs during code generation while generating annotations for a saturating add or subtraction operation. ","In the Configuration Parameters dialog, on the Code Generation > Comments pane, clear the Operator annotations check box.",Embedded Coder,Other,R2013b,07 Jul 2014
1063051, Error when using Simulink functions inside Stateflow with digits in their name,"When you attempt to simulate a model that meets all of the following conditions, MATLAB throws an error, mxResult == 0 , or crashes.The Stateflow chart contains Simulink functions. The names of one or more of the Simulink functions end with a zero followed by any number of digits. The Stateflow chart contains parameter data.  ","Installation instructions       Log in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.       Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.       Exit MATLAB.       Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.                    For each file that appears in the .zip file, find the corresponding file in your existing <MATLAB> folder and make a backup of it.  To see the contents of the .zip file:                                    Windows Systems*: Open the .zip file and look at the contents.                     Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):unzip -l <MATLAB>/<.zip file>                                          Extract the files from the .zip file.                                                               Windows Systems*:                                                             Open the .zip file.                                  Extract the contents of the file to your <MATLAB> folder.                                                                                                Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):                            cd <MATLAB>unzip <.zip file>                                                 Delete the .zip file in the <MATLAB> folder.  *Notes for Windows Systems:      You need administrative privileges to save the .zip file in the <MATLAB> folder.  To save the .zip file in the <MATLAB> folder, open this Bug Report in a browser started in administrator mode.    If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you  may need to start WinZip in administrator mode. Do this by navigating to  WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting  Run as administrator.    From  within WinZip, find and open the downloaded .zip file.    Extract  the contents of the file to your <MATLAB> folder.  ",Stateflow,Other,R2013b,10 Sep 2015
1056832, Cannot set model coverage filter on two instances of the same atomic subchart from library.,User wants to set filter on both atomic subcharts of library (no1 and no2). no1:model/Subsystem/Chart/Statemachine no2:model/Subsystem/Chart/Statemachine1 Filter = transition [In_a==3] User can set filter on first one (ex.no1) but cannot set the same filter on another atomic subchart of library. (ex.no2) ,No worakround.,Simulink Check,Other,R2013b,28 Jul 2014
1024686, A coverage filter file is ignored in coverage simulation,The coverage filter is ignored if the coverage filter file is on the path but not in the current folder. ,"Installation instructionsLog in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.Exit MATLAB.Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.Make a backup copy of each of the files listed in the .zip file. To see the contents of the .zip file: Windows Systems*: Open the .zip file and look at the contents.Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):unzip -l <MATLAB>/<.zip file>Extract the files from the .zip file. Windows Systems*: Open the .zip file.Extract the contents of the file to your <MATLAB> folder.Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh): cd <MATLAB>unzip <.zip file>Delete the .zip file in the <MATLAB> folder.*Notes for Windows Systems:You need administrative privileges to save the .zip file in the <MATLAB> folder. To save the .zip file in the <MATLAB> folder, open this Bug Report in a browser started in administrator mode.If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you may need to start WinZip in administrator mode. Do this by navigating to WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting Run as administrator.From within WinZip, find and open the downloaded .zip file.Extract the contents of the file to your <MATLAB> folder.",Simulink Check,Other,"R2013b, R2014a, R2014b",18 May 2015
