Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
1123582, Incorrect Code Generation: Simulink may generate incorrect code for models with Stateflow exported functions,"When generating code for a model with Stateflow exported functions and Fixed-Point types, the generated code may be incorrect. This bug may occur when a Stateflow exported function returns a Fixed-Point type or the function is used in conjunction with Fixed-Point operations. One possible way to determine the occurrence of this bug is to compare simulation results to code generation results.  The following MathWorks article explains how to do this comparison: How can I compare results from my Simulink model to those obtained using the code generation technology from the same model?   The MathWorks strongly recommends that you upgrade to a newer release. ",,Simulink Coder,Incorrect Code Generation,R2013a,31 Jul 2014
1122711, MATLAB crash when generating code for models with Stateflow exported functions,Generating code for a model with Stateflow exported functions with fixed-point return type may cause MATLAB to crash. The occurrence of this bug will print out the following in the MATLAB command prompt: CGIR assertion 'error: FixptType::createFxpDtpProp: failed with unknown constructor or wrong number of bits.' failed in '.\base_core\type\FixptType.cpp:323'  ,,Simulink Coder,Other,R2013a,30 Jul 2014
1077935, MATLAB can crash with an update_default_port_size error ,"MATLAB can sporadically crash with a stack trace pointing to sf_sfun.mex:update_default_port_size , similar to the following:   [0] sf_sfun.mexw32:void __cdecl update_default_port_size(struct SimStruct_tag *,class CDR_ChartCompiledInfo *,int,bool)(0x1d978ff0, 1, 0x22f9af00, 0x1d978ff0) + 128 bytes  [1] sf_sfun.mexw32:void __cdecl set_port_size_info(struct SimStruct_tag *,class CDR_ChartCompiledInfo *,int,bool,struct DimsInfo_tag const *)(0x1d978ff0, 0x22f9af00, 0, 1) + 176 bytes  [2] sf_sfun.mexw32:void __cdecl mdlSetInputPortDimensionInfo(struct SimStruct_tag *,int,struct DimsInfo_tag const *)(0x1d978ff0, 0, 0x317e1040, 0x1f2c4158) + 77 bytes  [3] sf_sfun.mexw32:_mexFunction(0xfffffffe, 0x30d55e04, 4, 0x30d6be58) + 312 bytes ",,Stateflow,Other,R2013a,15 Sep 2015
1044841, Error when using parameters and Stateflow charts in same library,"If you have a library model that uses parameters (either mask parameters or parameter data objects) and also contains Stateflow charts from a reference model, Stateflow can throw the following error message when you update the diagram or simulate a model that uses this library: Error using Stateflow.SLINSF.SubchartMan.clearMaskParams This error can appear even if you do not have user-defined masks in your library or top model. ",,Stateflow,Other,R2013a,21 Sep 2015
1016424, Abnormal exit when running Simulink Code Inspector compatibility check Check usage of Ports and Subsystems blocks,"If you check code inspection compatibility for a model with an unconnected block input port,  Simulink Code Inspector compatibility check Check usage of Ports and Subsystems blocks  exits abnormally.  The compatibilty report states Abnormal exit: Error due to multiple causes . ","In your model or subsystem, connect all block input ports. To check for unconnected objects in your model, run compatibility check Check for unconnected objects in the model.",Simulink Code Inspector,Other,R2013a,03 Dec 2013
1001596, Set Overload Counter Block does not work correctly for multitasking models.,Set Overload Counter Block does not set the overload counter correctly for multitasking models. ,"Update to version R2013a or to a later version. For users who cannot update to R2013a, please contact MathWorks technical support for a R2010b patch.","xPC Target Embedded Option, Simulink Real-Time",Other,R2013a,11 Nov 2013
945787, Opening custom libraries that contain physical modeling blocks sometimes do not load or only partially load,"Custom libraries that contain physical modeling blocks may fail to load, or fail to load completely. Physical modeling blocks are included in products such as SimScape and SimMechanics. Two different behaviors are possible: When opening the model, an error similar to the following is reported in the command window: Assertion failed: Deviant '2': object of typ SLM3I.Port' [id=-1] is not present at b:\matlab\src\m3i\bundles\../kernel/deviant/Deviant.cpp:68:   The model opens, but one or more blocks does not appear.  ",,Simulink,Other,R2013a,11 Nov 2013
929109, Incorrect Code Generation: Code generator produces incorrect C++ code when applying code replacements for functions with pointer types,"When all the following conditions exist, the code generator produces incorrect code: Model was configured for C++ code generation and for the code generator to apply a code replacement library (CRL). CRL specified code replacement for a function with an argument that has a pointer type.  Under these conditions, the generated code passes the replacement function a pointer to the expected pointer instead of the pointer. The incorrect code causes build errors. Example: C replacement function prototype: void myReplacementFcn(double *x); Assumption: real32_T in1[3]; Expected code replacement: myReplacementFcn(*(real32_T (*)[3]) in1);  Incorrect code generated due to this bug: myReplacementFcn(*(real32_T (*)[3]) &amp;in1);  ",,Embedded Coder,Incorrect Code Generation,R2013a,28 Jan 2014
925002, LEGO external mode issue for vector double data type,"In external mode, user will see wrong data value in the comunication between LEGO and host machine for vector of double data type case.  ","Installation instructionsLog in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.Exit MATLAB.Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.Make a backup copy of each of the files listed in the .zip file. To see the contents of the .zip file: Windows Systems*: Open the .zip file and look at the contents.Extract the files from the .zip file. Windows Systems*: Open the .zip file.Extract the contents of the file to your <MATLAB> folder.Delete the .zip file in the <MATLAB> folder.*Notes for Windows Systems:You need administrative privileges to save the .zip file in the <MATLAB> folder. To save the .zip file in the <MATLAB> folder, open this Bug Report in a browser started in administrator mode.If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you may need to start WinZip in administrator mode. Do this by navigating to WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting Run as administrator.From within WinZip, find and open the downloaded .zip file.Extract the contents of the file to your <MATLAB> folder.",Embedded Coder,Other,R2013a,26 Jul 2017
919736, ncread returns incorrect data when reading from certain NetCDF files located on remote servers using the OPeNDAP protocol,"For certain NetCDF files located on OPeNDAP servers, ncread  returns incorrect data when reading an entire variable. This data does not match the data that ncread  reads from a subset of the variable. For example, the code below displays Not Equal  for certain NetCDF files located on OPeNDAP servers. urlStr = 'http://myserver:8080/thredds/dodsC/myLocation/myfile.nc'; varName = 'myVar'; allData = ncread(urlStr, varName, [1 1 1 1], [Inf Inf 1 Inf]); partData = ncread(urlStr, varName, [1 1 1 1], [Inf Inf 1 9]); if isequal(allData(:, :, 1, 1:9), partData)     disp('Equal'); else     disp('Not Equal'); end  ","Read the entire variable using multiple calls to ncread, where each call reads a subset of the data as shown in the example below.% This file contains a variable called myVar that has four dimensions% lat, lon, depth, and time, and has extents 351-by-391-by-12-by-173. The code% below attempts to read all the data in the variable for depth == 1.urlStr = 'http://myserver:8080/thredds/dodsC/myLocation/myfile.nc';varName = 'myVar';info = ncinfo(urlStr, varName);fixedDepth = 1;actData = zeros([info.Size(1) info.Size(2) 1 info.Size(4)], info.Datatype);countToRead = 9; % Arbitrarily chosen.startLoc = 1;while startLoc <= info.Size(4)    tempData = ncread(urlStr, varName, [1 1 fixedDepth startLoc], [Inf Inf fixedDepth, countToRead]);    actData(:, :, 1, startLoc:startLoc+countToRead-1) = tempData;        startLoc = startLoc+countToRead;    if startLoc >= info.Size(4)        countToRead = info.Size(4) - startLoc + 1;    endend",MATLAB,Other,R2013a,07 Mar 2013
919297, Configuration sets saved in R2012a with ModelDataLogs signal logging format have Dataset format when opened in R2012b,"In R2012a, a configuration set (Simulink.ConfigSet ) is given a logging format of ModelDataLogs  and saved to a MAT-file. In R2012b, the MAT-file is loaded and the configuration set is changed to Dataset  format. ","Download the attached ConfigSetWrapper.m file.You can use the MATLAB class, ConfigSetWrapper, which is defined in this file, to store a configuration set with the correct signal logging format created in R2012a and subsequently retrieve the configuration set with the correct format in R2012b, as described below.In R2012a:1. Store the correct signal logging format for a given Simulink.Configset, for example, sampleCfg:wrapped_SampleCfg = ConfigSetWrapper(sampleCfg);2. Save the wrapped configuration set in a MAT-file:save matfile_12a_wrapper wrapped_SampleCfgThen, in R2012b: 1. Retrieve the correct format:load matfile_12a_wrapper 2. Create a Configset using the configset you wrapped in R2012a: sampleCfg = wrapped_SampleCfg.ConfigSet; 3. Ensure that the configuration set sampleCfg now has the correct signal logging format:get_param(sampleCfg, 'SignalLoggingSaveFormat')",Simulink,Other,R2013a,07 Mar 2013
914972," When the xPC Target option ""Double buffer parameter changes"" is selected, setting a Fixed Point parameter can reset the parameter value to zero.","When the xPC Target option ""Double buffer parameter changes"" is selected, setting a parameter of Fixed Point datatype resets the parameter value to zero in the target application. ","As a workaround, clear the xPC Target option ""Double buffer parameter changes"".",Simulink Real-Time,Other,R2013a,27 Mar 2013
914792, imread fails when reading certain TIFF files,"The imread  function fails when attempting to read certain types of TIFF files.im = imread('test.tif')  results in the following error:Error using rtifcTIFF library error: 'TIFFReadDirectory: Incorrect count for ""ColorMap""; tag ignored.'.Error in readtif (line 49)[X, map, details] = rtifc(args);Error in imread (line 434)    [X, map] = feval(fmt_s.read, filename, extraArgs{:});  ","Installation instructions       Log in to an account with appropriate permissions to overwrite files in your MATLAB installation. On Linux systems, this is typically the root account.       Locate your MATLAB installation by typing matlabroot at the MATLAB command prompt. This folder is referred to as <MATLAB> in subsequent steps.       Exit MATLAB.       Download the attached .zip file associated with this Bug Report and store the file in the <MATLAB> folder.                     Make a backup copy of each of the files listed in the .zip file. To see the contents of the .zip file:                                    Windows Systems*: Open the .zip file and look at the contents.                     Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):unzip -l <MATLAB>/<.zip file>                                          Extract the files from the .zip file.                                                               Windows Systems*:                                                             Open the .zip file.                                  Extract the contents of the file to your <MATLAB> folder.                                                                                                Linux/Macintosh Systems: Type the following in a shell (Linux) or in a terminal window (Macintosh):                            cd <MATLAB>unzip <.zip file>                                                 Delete the .zip file in the <MATLAB> folder.  *Notes for Windows Systems:      If you see ¡°Error: Access is denied¡± when attempting to extract the .zip file, you  may need to start WinZip in administrator mode. Do this by navigating to  WinZip.exe or the WinZip Start menu entry, right-clicking on it, and selecting  Run as administrator.    From  within WinZip, find and open the downloaded .zip file.    Extract  the contents of the file to your <MATLAB> folder.  Change log:attachment_914792_12b_win32_2013-05-02.zip: Initial version for 32-bit Windows. Works on R2012b only.attachment_914792_12b_win64_2013-05-02.zip: Initial version for 64-bit Windows. Works on R2012b only.attachment_914792_12b_glnxa64_2013-05-02.zip: Initial version for Linux. Works on R2012b only.attachment_914792_12b_maci64_2013-05-02.zip: Initial version for Mac. Works on R2012b only.",MATLAB,Other,R2013a,07 Mar 2013
