Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
659986," MATLAB? stops responding when opening a file with more than 2,000 variables.","When you open a MATLAB code file in the Editor and that file has more than 2,000 variables, you might get messages similar to the following, and then MATLAB stops responding: # An unexpected error has been detected by HotSpot Virtual Machine:##  EXCEPTION_ACCESS_VIOLATION (0xc0000005)## Java VM: Java HotSpot(TM) Client VM (1.5.0-b64 mixed mode) ",,MATLAB,Other,R2007a,19 Aug 2010
511978," When a Simulink fixed-point data type name contains encoded slope but non-encoded bias, fixdt(DataTypeNameString) fails to return a Simulink.NumericType object. For example, fixdt('ufix16_t0Ps286t8JVo_Bn250') fails.","The Simulink software generates data type names for fixed-point data types. In R2006b, the data type name length was limited to 31 characters. If necessary, Simulink encoded parts of the scaling information to limit the name to 31 characters while maintaining full precision of the data type's slope and bias. The MATLAB command fixdt allows Simulink data type names to be converted back to Simulink.NumericType objects. In R2006b, fixdt(DataTypeNameString) failed if the slope was encoded, but the bias was not encoded. For example, if the original data type was fixdt(1,123,exp(1),-250), Simulink generated the data type name 'sfix123_t0Ps286t8JVo_Bn250' Attempting to convert this data type name back to an object by using fixdt('sfix123_t0Ps286t8JVo_Bn250') failed. ? ","Download the attached file fixdt.m.Save the downloaded file in: matlabroot/toolbox/simulink/fixedandfloat/fixpt.m, where matlabroot is the MATLAB install directory.NOTE This overwrites the original version of fixdt.mAlternatively, place the downloaded file higher on your MATLAB path. This can be tested using the MATLAB which command: which fixdt -all",Simulink Fixed Point,Other,R2007a,09 Aug 2011
506724, Incorrect code generation: Context-dependent inputs of function call subsystems.,The Real-Time Workshop build process might generate incorrect code for a model under the following conditions: The model contains a function call subsystem and a merge block The output of the function call subsystem is connected to the merge block The output of the merge block is an input to the function call subsystem  ,"In the Connectivity subpane of the Diagnostic pane of the Configuration Parameters dialog box, set the Context-dependent inputs parameter to Enable All before invoking the Real-Time Workshop. A model will not be affected by this problem if it updates successfully with this diagnostic enabled.",Simulink,Incorrect Code Generation,R2007a,18 Mar 2009
500095, The add_block() command may incorrectly number an input or output port added to the top level of a model,"When copying an input or output port into the top level of a model, the add_block()  command by default preserves the port index of the source port. This index may be incorrect relative to the destination model's other ports. This problem does not occur when you drag-and-drop or copy-and-paste a port into a model. ? ? ","Use the add_block command's port numbering option to set the copied port's index explicitly to the correct value. For example, the following command ensures that the copied port's index is 1:>> add_block(<srcPortPath>, <dstPortPath>, 'Port', '1')???",Simulink,Other,R2007a,11 Aug 2016
435981, Error when calling uigetfile with an empty title argument,"In R2006b, function uigetfile  could not accept an empty (e.g. '' ) title  argument. The code x = uigetfile('*', '', [pwd filesep], 'MultiSelect', 'on'); resulted in the error ??? Error using ==> native_uigetfileUnrecognized input arguments. ? ","Change the empty title argument to include a space:x = uigetfile('*', '', [pwd filesep], 'MultiSelect', 'on');should be changed tox = uigetfile('*', ' ', [pwd filesep], 'MultiSelect', 'on');",MATLAB,Other,R2007a,05 Feb 2008
413601, Conditional breakpoints containing variable(index).fieldname(end) terminate MATLAB? unexpectedly,"Conditional breakpoints that contain an expression of the form variable(index).fieldname(end)  cause MATLAB to terminate unexpectedly when evaluated. The stack trace starts with the following two lines: [0] libmx.dll:_mxIsScalar(0, 1, 0x0ef5aba0, 1) + 7 bytes[1] m_interpreter.dll:_inEvaluateConditionForBreakpoint(0x01317910 ""..."", 0x00d0e45c, 0, 0) + 124 bytes  ","Avoid using the end index. Instead, use length, as indbstop in file if variable(index).fieldname(length(variable(index).fieldname))",MATLAB,Other,R2007a,06 Nov 2007
396226," Crash: ""@FFT: illegal call to fpln~common_flight_planning #actuals=1, #formals=0"" during PASS1""","A crash can occur in PASS1 (also called Integration analysis level 1).The error message?appears as follows:- analyzing FPLN~COMMON_FLIGHT_PLANNING~FP_COMMANDS~FP_ADMINISTRATION_COMMANDS~FPLN_DELETE_ALTERNATE_PORTION._OUTPUT : #<procedure>?- 1.1s elapsed (wall clock).?- analyzing FPLN~COMMON_FLIGHT_PLANNING~FP_COMMANDS~FP_ADMINISTRATION_COMMANDS~FPLN_DELETE_ALTERNATE_PORTION.DELETE_ALTERNATE_PORTION : #<procedure>----------------------------------------------------------------------@FFT: illegal call to fpln~common_flight_planning~fp_commands~fp_administration_commands~fpln_administration_commands.perform, #actuals=1, #formals=0An internal consistency problem has been detected.In order to avoid generating incomplete verification information,the computation has been halted.Thanks for filling a Polyspace Technologies Fact Sheet.----------------------------------------------------------------------FATAL ERROR while processing fpln~common_flight_planning~fp_commands~fp_administration_commands~fpln_delete_alternate_portion.dfaexception Failure(Failure) raised.?raised at: cdfa.sml:152297.41FATAL ERROR Note:  The error message contains names of procedures that are part of the application. ",,Polyspace Server for Ada,Other,R2007a web release,26 Nov 2007
396224," Crash: ""FATAL ERROR: cannot find module init / task: LIB_FLOATS"" during PASS1",A crash in PASS1 (also called Integration analysis level 1) can occur when you use an access procedure.The error message will appear as follows:?- analyzing _PST_MAIN$SPEC : #<other>?- 0.5s elapsed (wall clock).?- analyzing _PST_MAIN : #<other>?- 0.5s elapsed (wall clock).?- analyzing _PST_MAIN._PST_MAIN : #<procedure>FATAL ERROR: cannot find module init / task: LIB_FLOATSexception Match(Match) raised.?raised at: cdfa.sml:142456.65???????? cdfa.sml:144102.27???????? cdfa.sml:144810.36FATAL ERROR for _pst_main.atzFATAL ERROR while processing _pst_main.dfaexception Failure(Failure) raised.?raised at: cdfa.sml:152297.41FATAL ERROR  ,,Polyspace Server for Ada,Other,R2007a web release,26 Nov 2007
396223, Statically constrained components are seen as variable length components,Statically constrained components are seen as variable length components.This causes a false compilation error that stops the analysis with the following message:-> Verifier found an error in ./file.ada:294:33: component clause not allowed for variable length component The following example illustrates this?problem:package Test is ?? type T_Str (Size : Natural) is record????? Tab : String (1 .. Size);??? --? Nb? : Natural := 0;?? end record; ?? subtype T_Procedure_Identifier is T_Str(10); ?? type T_Procedure_Identifier_Array is array (Boolean) of T_Procedure_Identifier; ? type T_PDbg_Data is record????? SID_Ident? : T_Procedure_Identifier_Array;? end record; ? for T_PDbg_Data use????? record????????? SID_Ident at 0 range 0 .. 799;????? end record; ?? procedure Main; end Test; package body Test is ?? procedure Main is?? begin????? null;?? end Main; end Test;  ,,Polyspace Server for Ada,Other,R2007a web release,26 Nov 2007
396222," Error: ""anonymous struct/union field name '__pst_unused_field_0' conflict"" when using unnamed unions, structures of unions, or structures with the IAR or Keil dialect","When using the IAR or Keil dialect, unnamed unions, structures of unions, or structures will lead to the following error message:anonymous struct/union field name '__pst_unused_field_0' conflict This error?occurs during compilation of the stubs.The error?stops the analysis.The following?example illustrates the problem: volatile union {? //unnamed union at level 1 ??? unsigned short Union_L1; ??? union { ??? ??? unsigned char MK0L; ??? ??? signed char Union_L2; ??? ??? };?? // unnamed union level 2 }; void foo(void) { ? Union_L2 = 1u; }  The launching command on Unix is:<path_to_prod>/bin/polyspace-desktop-c \?-dialect iar \?-sfr-types sfr=8 \?-allow-unnamed-fields \?-sources sources/source_c.c \?-results-dir res_hotline The exact message (until the end of the log) is: /home/<user_name>/workingdir/c/res_hotline/C-ALL/C-STUBS/__polyspace_main.c:80: anonymous struct/union field name '__pst_unused_field_0' conflictReceived signal 11----------------------------------------------------------------------???????????????????????????????????????????????????????????? ------? Verifier has encountered an internal error.??????????????? ------? Please contact your technical support.???????????????????? ------???????????????????????????????????????????????????????????? ----------------------------------------------------------------------Failure at: Sep 10, 2007 17:36:10User time for polyspace-desktop-c: 8.3real, 0.5u + 0.3s (0gc)Exiting because of previous error****** End of PolySpace Verifier analysis***  ",,Polyspace Client for C/C++,Other,R2007a web release,30 Jan 2008
