Bug Id,Summary,Description,Workaround,Products,Type,Fixed In,Modified Date
322341, Crash on MATLAB startup in x86CodeGenerator::x86CodeGenerator,"MATLAB may crash on startup or shortly thereafter when run on operating systems that have some form of memory protection for viruses (Windows XP or newer versions of Linux, for example).  This is because the JIT may generate code in sections of memory that have not been properly prepared by the operating system to be treated as executable code pages.",Start up MATLAB with the -nojit option.,MATLAB,Other,R14SP3,22 Aug 2006
306017, Code generation SegV for model with merge blocks and custom data objects,Code generation for an ERT-based Simulink model can fail with a segmentation violation if all of the following conditions exist: The model associates a signal with a custom data object The signal is connected to the output of a merge block The merge block is at the end of a chain of one or more merge blocks  ,,Embedded Coder,Other,R14SP3,27 Jun 2006
298239, Mac OS 10.4.4: MATLAB fails to start after updating to 10.4.4.,"After updating Mac OS to version 10.4.4, MATLAB might fail to start and reports a segmentation violation. The Java VM is one cause of this problem. To determine whether the Java VM is causing this problem on your system, try starting MATLAB without the Java VM: Start X11 xterm (X11 is in /Applications/Utilities). Type the following command, substituting matlabroot with the path to the MATLAB application folder: matlabroot /bin/matlab -nojvm  If MATLAB successfully starts without the Java VM in xterm, the problem with startup is with the Java VM. ","If the problem is with the Java VM, work around the problem by reinstalling the Java VM.Use the most recent version of the Java VM, version 1.4.2_09 or later, which you can find by searching the Apple support Web site, www.apple.com/support.",MATLAB,Other,R14SP3,04 Feb 2008
286499, MATLAB Distributed Computing Engine worker hangs while running a task on Macintosh,"When running on a Macintosh, a MATLAB Distributed Computing Engine worker begins running a task, but never seems to finish it.  The mdce-service  log file contains the following message:*** ATTENTION ***Please Attach Debugger: No Autorelease pool existsPress any key to continue. ","Check the version of Java running on the Macintosh by running java -version from a shell command line.If the Java version number is lower than 1.4.2_09, upgrade Java on the worker node to this version or later.",Parallel Computing Toolbox,Other,R14SP3 web release,30 Jan 2006
284431, Issues with Autothreshold block and code generation with Real-Time Workshop,You might get errors when you try to generate code from the model using Real-Time Workshop if the following two conditions apply:the model contains an Autothreshold block the model uses fixed-point data types ,,Computer Vision Toolbox,Other,R14SP3 web release,02 Nov 2005
280843, 2-D Mean block might produce incorrect results,"If the input is an unsigned fixed-point or integer data type and the output data type is not the same as the input data type, the 2-D Mean block outputs incorrect results.",,Computer Vision Toolbox,Other,R14SP3 web release,13 Oct 2005
280399, Running CAGE optimizations with display option 'iter' causes MATLAB to freeze,Setting the CAGE optimization option 'Display' to 'iter' causes the output of the optimization algorithm to be printed to the MATLAB command window.  This setting causes MATLAB to stop responding.,"If you are using Version 2.1.2, please read the following.This problem can be fixed by updating a CAGE optimization function as follows: Close MATLAB Rename the file $matlabroot/toolbox/mbc/mbcdata/mbcOSfmincon.m to $matlabroot/toolbox/mbc/mbcdata/mbcOSfmincon_old.m Download the file mbcOSfmincon.m and place it in the directory $matlabroot/toolbox/mbc/mbcdataRestart MATLAB",Model-Based Calibration Toolbox,Other,R14SP3 web release,09 Aug 2011
279892, Issues with the Block Processing block help,"If you try to access help for the Block Processing block using the block dialog box, the wrong help page opens in the Help browser. ",,Computer Vision Toolbox,Other,R14SP3 web release,14 Oct 2005
277525, Problem writing large Excel file on Windows XP,"An error occurs when writing out a certain size of file in MATLAB 7.0.4 running on Windows XP SP2. The text of the error message appears as shown here:??? Invoke Error, Dispatch Exception: Source: Microsoft Office Excel Description: Impossible to access 'Crane.xls'. Help File: D:\Applications\MSOffice\OFFICE11\1036\xlmain11.chm Help Context ID: 0 ",There is no known workaround.,MATLAB,Other,R14SP3,10 Apr 2007
277260, MATLAB crashes when you select Edit->Copy Figure in a Figure window.,"If you close a figure window while the figure is being copied using the Edit  menu's Copy Figure  option, MATLAB crashes.",Avoid closing the figure until the Copy Figure operation is complete.,MATLAB,Other,R14SP3,15 Feb 2006
